image,ALB,BET,DOL,LAG,NoF,OTHER,SHARK,YFT
img_05546.jpg,8.53368e-06,1.47607e-05,1.46778e-06,0.000126096,3.93062e-06,0.999801,1.43582e-06,4.28021e-05
img_07462.jpg,5.64332e-09,9.64492e-09,8.26271e-10,6.5732e-10,1.31155e-08,2.5168e-11,5.41221e-12,1.0
img_03015.jpg,2.31404e-13,2.6454e-13,7.75493e-14,3.64813e-17,1.56152e-17,9.73722e-14,1.25178e-15,1.0
img_06006.jpg,4.91117e-20,1.77653e-12,2.20689e-18,1.84013e-14,1.23968e-16,8.42971e-17,1.0,1.37332e-10
img_02480.jpg,0.999998,2.30218e-06,1.50986e-09,3.67095e-10,6.26938e-11,3.70076e-08,4.55065e-10,9.33169e-09
img_03775.jpg,0.99996,2.38573e-10,1.47722e-10,1.20037e-13,1.57309e-12,2.39112e-07,8.77172e-17,3.92809e-05
img_05708.jpg,9.84977e-08,1.50292e-07,1.39327e-07,6.80506e-08,1.93989e-10,3.53222e-07,1.22876e-07,0.999999
img_06593.jpg,0.00964514,0.000345309,5.60709e-05,1.06904e-06,0.000854996,7.53466e-05,8.41758e-06,0.989014
img_05227.jpg,0.999462,9.092e-05,1.09884e-05,6.29277e-06,0.000335142,6.02516e-05,6.59465e-07,3.36019e-05
img_07837.jpg,1.5175e-09,8.42848e-07,4.26943e-08,3.92846e-11,0.999997,7.42618e-17,1.70142e-11,2.32479e-06
img_03583.jpg,1.55676e-07,2.1571e-06,1.46005e-09,1.05299e-13,0.999998,9.12971e-11,9.43972e-11,2.2924e-08
img_04308.jpg,0.999905,6.25086e-07,2.28438e-09,3.68873e-12,9.37411e-05,2.10643e-09,7.1805e-12,1.75157e-07
img_02905.jpg,0.000114129,6.66096e-05,1.46991e-08,2.41166e-10,6.64282e-06,1.61246e-06,1.38725e-11,0.999811
img_02724.jpg,1.0,1.18866e-08,6.03322e-08,2.59758e-18,1.10958e-15,2.54337e-12,1.12853e-17,4.03793e-10
img_05542.jpg,4.50719e-12,2.47163e-09,3.33105e-11,3.78545e-10,1.0,5.06128e-14,1.70218e-12,1.14019e-09
img_00228.jpg,0.999966,2.41151e-07,1.80037e-07,4.23412e-07,1.15055e-06,2.43261e-06,9.74496e-11,2.97782e-05
img_06135.jpg,0.999874,8.31786e-06,1.47307e-07,1.31896e-06,1.27749e-05,5.58346e-06,8.19322e-05,1.63675e-05
img_01628.jpg,2.85655e-10,1.56632e-15,1.0,2.35094e-16,3.70907e-12,1.12263e-14,5.30765e-18,1.59158e-10
img_00301.jpg,1.0,2.60152e-10,3.53209e-12,1.56557e-12,4.38606e-07,1.09996e-10,2.38353e-10,2.35424e-11
img_03746.jpg,0.999985,7.75694e-06,3.65438e-07,1.91962e-08,1.05643e-07,3.54872e-06,4.15671e-08,3.02327e-06
img_03263.jpg,0.999999,2.00959e-09,9.36232e-08,2.84641e-09,6.51306e-07,1.11158e-09,8.86388e-09,2.47681e-07
img_01196.jpg,0.999929,6.19152e-05,6.89021e-06,5.29459e-10,1.34177e-09,1.57662e-06,3.41596e-08,1.87122e-07
img_02420.jpg,1.0,9.53669e-09,8.89756e-12,8.22377e-15,3.77339e-12,5.4604e-09,2.06444e-14,2.66575e-07
img_07768.jpg,0.999941,1.32224e-06,1.08722e-06,6.25199e-10,3.52992e-06,7.86715e-09,3.1076e-08,5.32271e-05
img_05408.jpg,1.0,4.4402e-09,6.69696e-11,3.37988e-12,2.05969e-15,1.28167e-15,7.615e-14,9.97153e-12
img_04987.jpg,1.0,2.12199e-11,3.32712e-13,7.15317e-15,9.99502e-09,1.65594e-07,3.89023e-13,7.6302e-12
img_01741.jpg,1.0,1.3289e-07,3.80499e-09,9.03717e-13,2.76059e-09,4.02837e-10,4.73785e-10,2.3713e-09
img_05089.jpg,0.999999,2.08881e-08,6.98749e-08,4.53635e-09,2.73727e-07,1.26007e-07,1.17375e-12,1.10043e-07
img_02787.jpg,9.80248e-05,1.04619e-05,2.31129e-06,1.23452e-06,1.12727e-08,2.13267e-06,1.25747e-05,0.999873
img_00827.jpg,2.75829e-06,5.51557e-07,7.1978e-08,1.33696e-07,1.45632e-06,7.17487e-07,3.14408e-10,0.999994
img_02047.jpg,0.998761,0.00111041,9.13914e-07,4.91703e-05,4.81479e-08,7.73335e-05,1.39695e-07,1.23791e-06
img_03340.jpg,7.79369e-05,1.69396e-08,8.1389e-07,5.71143e-09,1.84017e-09,8.10144e-07,9.4816e-09,0.99992
img_03686.jpg,0.993331,0.00523083,1.10413e-07,4.42846e-08,0.0014321,1.38885e-06,1.0718e-06,3.89347e-06
img_05482.jpg,1.0,8.10865e-08,1.9328e-11,2.13474e-17,1.44049e-09,3.11424e-12,2.83101e-16,2.55954e-07
img_04824.jpg,1.66669e-07,2.4829e-09,1.0,2.83367e-12,6.2221e-11,2.59349e-11,3.41915e-13,4.0452e-09
img_03409.jpg,1.32235e-16,4.91476e-15,1.0,3.88495e-21,2.98881e-18,1.27582e-17,5.91362e-19,3.62332e-12
img_02292.jpg,0.999976,3.46557e-06,4.28492e-07,1.33164e-05,1.65546e-06,3.02701e-06,4.04025e-09,1.88702e-06
img_01336.jpg,0.999896,6.36571e-08,7.92868e-08,2.0836e-07,8.93566e-08,0.000100036,3.19527e-11,3.81874e-06
img_00807.jpg,1.35017e-16,5.85021e-18,3.84587e-24,4.30388e-24,4.48433e-21,4.92966e-19,1.79702e-25,1.0
img_05695.jpg,2.05999e-12,5.57788e-09,1.22907e-11,4.08591e-18,8.88432e-16,1.04684e-15,2.89619e-15,1.0
img_03622.jpg,8.55938e-14,2.72181e-07,6.60491e-08,5.49358e-12,7.86951e-14,6.21449e-10,1.98044e-19,1.0
img_00891.jpg,7.93482e-10,1.51438e-10,4.08379e-14,7.59614e-18,4.34845e-12,8.631e-17,3.74094e-22,1.0
img_07775.jpg,3.39312e-11,4.05686e-09,1.40604e-10,1.54762e-12,5.96211e-14,2.19333e-10,1.41908e-14,1.0
img_03048.jpg,2.48247e-11,7.28475e-15,2.18227e-16,7.97906e-21,1.0,3.68449e-17,2.92222e-21,1.47597e-08
img_04633.jpg,0.999955,4.05124e-05,1.31977e-06,5.37353e-09,2.15832e-08,3.9087e-08,3.41623e-07,2.896e-06
img_06007.jpg,5.80264e-12,1.06106e-14,8.08873e-14,3.33122e-21,1.0,1.51689e-13,1.16864e-18,1.33261e-11
img_04626.jpg,2.88846e-06,0.0413721,1.94278e-06,6.15956e-10,1.26029e-09,4.43533e-05,2.4207e-13,0.958579
img_02610.jpg,0.999998,8.50634e-07,2.62941e-10,8.31186e-11,1.26406e-11,1.38339e-08,3.09677e-09,9.94113e-07
img_00522.jpg,3.04101e-08,2.74907e-09,4.88128e-12,1.5815e-09,6.92363e-07,6.80016e-11,1.92776e-10,0.999999
img_06329.jpg,1.12138e-11,1.96282e-15,1.71825e-14,6.75547e-18,1.0,1.12713e-15,4.11374e-18,1.36214e-09
img_03486.jpg,0.999998,1.12387e-06,5.8089e-07,2.20608e-11,4.38967e-11,4.05912e-07,2.60224e-09,7.55507e-08
img_03112.jpg,0.999786,0.000195483,2.09712e-07,5.98493e-06,1.15772e-06,2.96079e-07,3.2201e-06,7.34885e-06
img_02134.jpg,0.999997,2.2297e-08,6.6989e-09,1.54573e-12,2.02896e-07,8.74462e-08,1.7948e-09,2.84264e-06
img_01143.jpg,0.000156954,0.000117647,6.07191e-07,1.34024e-05,2.26364e-05,0.000132605,1.93317e-05,0.999537
img_03485.jpg,5.26883e-12,6.86223e-15,6.03977e-09,1.81859e-16,2.84859e-17,7.40454e-14,5.25468e-23,1.0
img_01323.jpg,0.000404786,0.000113896,7.84613e-07,0.000131026,1.02998e-06,1.13576e-06,3.82023e-09,0.999347
img_03604.jpg,1.47741e-05,3.77788e-07,2.16305e-07,3.26164e-09,7.99502e-08,2.39048e-09,2.51141e-10,0.999985
img_01556.jpg,0.999999,1.0204e-06,3.64716e-07,1.62856e-09,7.88453e-10,1.62914e-08,1.25891e-09,2.80913e-08
img_06906.jpg,0.999946,1.60215e-06,1.08215e-06,2.49905e-06,4.00912e-07,4.81799e-05,3.21683e-08,2.98175e-08
img_07334.jpg,8.91217e-09,5.81396e-13,5.76319e-11,1.0,6.61276e-10,8.66643e-09,2.69735e-12,8.54809e-12
img_03567.jpg,1.83589e-10,5.39022e-12,3.03001e-08,3.98003e-12,4.7754e-09,3.17487e-09,2.99191e-12,1.0
img_03819.jpg,2.38817e-09,7.85032e-12,1.46262e-11,2.03794e-14,1.20301e-11,3.35183e-11,2.50657e-13,1.0
img_05507.jpg,0.999843,8.40891e-09,8.31166e-12,2.70385e-10,7.11182e-09,1.82383e-09,4.61038e-12,0.000157456
img_01028.jpg,0.999997,3.8622e-07,5.95111e-08,9.00356e-10,3.09423e-07,6.96885e-09,7.69252e-11,1.71234e-06
img_01709.jpg,0.00154377,0.000561493,1.35063e-06,1.18611e-06,2.20568e-05,0.000168562,1.9696e-06,0.9977
img_03599.jpg,0.999881,1.39507e-05,6.88288e-06,1.90404e-05,3.03973e-05,2.75496e-05,5.68551e-08,2.11947e-05
img_05550.jpg,0.999967,3.54618e-07,1.35034e-09,6.51838e-08,9.66595e-07,1.04229e-07,1.33511e-05,1.81022e-05
img_04572.jpg,0.999997,1.67947e-06,1.82215e-08,6.30532e-07,1.48625e-10,2.08658e-08,1.46298e-09,1.00661e-06
img_01040.jpg,7.98184e-12,2.02675e-09,1.67712e-13,5.46661e-14,1.0,4.42428e-11,5.09702e-12,4.23712e-13
img_02360.jpg,7.01965e-07,8.59787e-07,1.01319e-06,3.60653e-09,5.12486e-07,0.999976,3.82149e-08,2.11657e-05
img_03787.jpg,1.88045e-15,1.63974e-16,2.92624e-22,6.69941e-24,4.08468e-18,5.1765e-19,3.38943e-29,1.0
img_02273.jpg,1.0,9.26469e-09,1.20846e-09,5.83976e-08,2.95669e-13,6.50091e-11,1.48165e-12,4.33637e-09
img_04848.jpg,0.998604,4.78937e-05,3.74749e-05,2.69431e-05,0.000604951,0.000329534,3.29549e-07,0.00034922
img_04016.jpg,0.999995,2.45452e-07,7.40748e-07,1.75632e-07,1.77715e-06,2.76426e-07,4.41581e-10,1.5374e-06
img_02404.jpg,0.999978,2.503e-06,6.8887e-08,1.55774e-09,3.48562e-07,5.73078e-07,1.2973e-07,1.81044e-05
img_00770.jpg,7.93059e-07,1.84275e-05,0.999961,1.15789e-07,8.03848e-06,1.11681e-05,3.9594e-07,4.95284e-08
img_05383.jpg,0.999664,0.00016189,2.4337e-07,1.20933e-06,8.50464e-07,1.37754e-05,1.27186e-09,0.000158352
img_05400.jpg,4.31555e-10,7.9787e-09,7.05166e-15,1.62546e-16,0.00412242,1.27265e-13,2.39003e-16,0.995878
img_05706.jpg,4.6262e-07,1.09853e-10,2.66555e-10,9.15324e-10,1.08934e-10,1.6206e-07,9.54818e-09,0.999999
img_00074.jpg,1.0,1.62154e-18,1.81474e-10,8.34427e-22,1.45678e-17,2.50287e-13,2.66503e-18,1.0159e-09
img_05990.jpg,0.999996,7.60667e-09,2.48662e-08,3.00124e-09,3.76817e-07,1.67355e-06,1.1703e-11,2.05927e-06
img_05347.jpg,2.85596e-07,9.59467e-08,2.40816e-09,8.82806e-10,1.98158e-10,2.68072e-08,9.53523e-07,0.999999
img_02267.jpg,1.61013e-08,1.7625e-06,0.999998,1.88948e-08,1.23239e-08,1.51785e-09,1.55546e-08,8.3396e-08
img_04713.jpg,0.999998,1.09023e-07,1.51752e-10,5.57555e-10,4.36844e-07,1.88141e-08,1.86955e-07,1.35927e-06
img_07503.jpg,1.6855e-10,2.04799e-10,5.78281e-12,7.96319e-13,1.10915e-11,1.0,2.52416e-15,8.76813e-11
img_03849.jpg,4.19229e-09,9.17965e-11,2.83437e-12,1.08599e-12,1.0,6.34651e-11,2.39068e-12,8.38189e-09
img_03453.jpg,7.14357e-07,0.999985,1.38677e-08,4.06239e-09,3.55108e-09,1.98093e-08,1.06555e-07,1.47134e-05
img_01329.jpg,6.28538e-06,9.95734e-08,6.69363e-08,1.398e-07,5.05014e-07,6.61713e-11,8.4639e-10,0.999993
img_05815.jpg,0.999878,1.08616e-05,1.12916e-05,5.57017e-05,1.37078e-06,1.24354e-05,1.24742e-06,2.89486e-05
img_00239.jpg,0.999948,3.50395e-05,3.93977e-08,3.33137e-10,8.2981e-09,1.0303e-08,3.00437e-10,1.68826e-05
img_01219.jpg,1.66723e-05,6.69884e-10,6.90075e-10,5.51999e-10,0.999983,1.8028e-07,5.48251e-10,1.11494e-08
img_00284.jpg,0.000144146,6.82014e-05,1.35324e-07,7.53538e-06,4.53726e-05,3.55608e-07,2.53974e-09,0.999734
img_06900.jpg,0.999997,1.16517e-09,1.33564e-07,4.26764e-10,6.10561e-08,7.31161e-07,8.46242e-09,2.03556e-06
img_03327.jpg,2.45678e-08,3.00428e-09,5.4813e-12,5.19671e-12,1.59439e-07,6.00932e-08,1.95654e-15,1.0
img_01787.jpg,4.72816e-08,8.62284e-09,4.78972e-08,4.45524e-09,0.999998,2.59652e-07,1.27565e-10,1.8775e-06
img_02371.jpg,0.0018046,0.0114581,0.000536539,0.000374597,0.00215261,0.000949988,0.000209272,0.982514
img_00447.jpg,0.999774,5.93697e-05,1.80982e-08,1.24797e-06,7.17465e-06,0.000155963,1.83461e-08,2.26014e-06
img_02731.jpg,9.00118e-10,4.2735e-10,2.83131e-10,9.41077e-13,1.0,3.73045e-12,6.83062e-12,5.98208e-08
img_02262.jpg,0.000362733,2.07905e-07,1.39783e-05,4.47045e-08,7.61625e-09,2.08938e-07,2.50501e-06,0.99962
img_01957.jpg,8.54194e-10,2.89154e-08,1.93837e-10,4.84052e-14,1.71405e-12,1.0,4.15868e-15,1.73193e-08
img_07003.jpg,7.79063e-10,0.000600126,1.38371e-08,1.6977e-08,1.33692e-07,2.18498e-10,0.999399,2.91176e-07
img_01110.jpg,0.999928,1.78091e-05,9.52788e-06,2.87675e-07,4.20176e-05,5.43205e-07,2.85203e-07,1.43716e-06
img_07414.jpg,1.2269e-07,1.14812e-08,4.93732e-07,3.53671e-08,1.41205e-06,1.08152e-10,0.999989,8.77006e-06
img_00253.jpg,5.8547e-12,1.57364e-10,1.69998e-06,4.51479e-13,8.21758e-16,5.65254e-12,1.44001e-15,0.999998
img_07392.jpg,1.28879e-07,1.73705e-06,2.13915e-09,7.01841e-09,4.48949e-09,9.80135e-11,0.999997,7.50596e-07
img_06087.jpg,5.06562e-05,9.17844e-06,5.14129e-09,4.21958e-06,9.29602e-07,0.999934,3.02932e-11,7.66778e-07
img_04768.jpg,7.22686e-05,1.60334e-06,6.25016e-07,2.04525e-08,2.00361e-08,3.14158e-07,2.79872e-10,0.999925
img_07378.jpg,6.16442e-10,1.0,1.15258e-08,9.17294e-10,2.59277e-08,1.37968e-10,3.78726e-11,7.9292e-08
img_04394.jpg,1.38436e-11,1.91967e-07,6.35549e-09,1.51543e-10,6.38553e-09,2.51118e-07,3.16829e-11,1.0
img_01087.jpg,2.93844e-16,7.48321e-21,3.72225e-11,6.68894e-22,2.57312e-20,2.24921e-16,1.81067e-21,1.0
img_03646.jpg,0.000109315,1.04754e-06,7.29249e-06,6.92388e-07,6.21627e-06,0.999875,4.99486e-07,3.53561e-09
img_05860.jpg,4.76443e-07,6.87785e-10,1.94037e-08,8.8645e-11,3.02105e-09,0.999998,1.87091e-10,1.81262e-06
img_04361.jpg,1.0,1.0865e-09,4.4776e-12,1.47774e-11,1.84899e-13,4.55436e-09,6.08069e-17,8.37912e-12
img_00391.jpg,2.56779e-08,0.018855,2.54942e-08,4.84079e-08,2.60774e-06,1.85363e-09,0.981142,1.75337e-07
img_01074.jpg,1.0,1.10211e-09,8.16371e-12,1.74731e-13,1.31632e-07,1.53068e-08,1.79136e-12,5.78634e-09
img_00815.jpg,1.52387e-08,4.31288e-07,1.1615e-08,2.35974e-10,9.48227e-11,7.0328e-08,4.03764e-12,1.0
img_02149.jpg,6.53207e-11,3.46272e-12,1.74764e-11,3.28147e-14,2.71451e-17,1.7685e-15,7.47885e-18,1.0
img_04855.jpg,5.47783e-09,0.000224192,9.64424e-09,2.08945e-09,4.66099e-05,9.91975e-09,0.999729,9.57067e-08
img_03489.jpg,7.86147e-07,2.21102e-06,9.06789e-08,1.42527e-08,0.999991,9.8504e-09,4.28038e-06,1.14944e-06
img_05561.jpg,3.88163e-15,1.0,4.03321e-30,9.28399e-29,1.25949e-24,2.75448e-26,1.16704e-30,4.17831e-24
img_01225.jpg,0.999736,0.000262337,1.22815e-06,5.76498e-09,1.03489e-08,2.44617e-07,1.27689e-08,3.81831e-07
img_07735.jpg,1.0,7.34347e-10,1.89073e-13,3.1011e-12,1.01796e-14,1.07891e-13,2.10953e-14,5.50082e-10
img_01690.jpg,1.0,1.11082e-26,2.25123e-19,9.60322e-27,2.12502e-24,1.51553e-19,2.3845e-28,5.42047e-22
img_02470.jpg,0.999996,3.69694e-06,1.38675e-09,2.33249e-10,3.08668e-11,1.49429e-08,2.20122e-10,6.92087e-09
img_07510.jpg,1.27221e-15,1.4966e-14,1.9019e-14,1.16241e-21,3.97854e-17,1.67743e-15,1.91415e-17,1.0
img_05734.jpg,1.0,2.83794e-08,6.57611e-09,4.53624e-09,3.56088e-10,1.12024e-09,2.94042e-08,1.52994e-08
img_05986.jpg,3.40702e-11,1.0,5.17148e-11,8.60012e-12,1.56443e-09,1.19204e-11,3.52776e-09,1.17502e-07
img_01610.jpg,8.752e-21,3.94285e-14,7.42715e-16,5.04594e-23,2.28916e-21,3.74139e-19,9.93688e-22,1.0
img_04385.jpg,2.48593e-17,6.56391e-11,1.0,3.92658e-18,2.00606e-23,9.02412e-17,3.90576e-19,2.02814e-15
img_04057.jpg,2.30356e-06,0.000553246,9.69346e-08,3.8252e-05,0.000152584,0.999163,9.81404e-10,9.03893e-05
img_05810.jpg,0.999957,2.60957e-06,8.60342e-08,3.65131e-05,1.21785e-06,2.08073e-06,7.57587e-11,2.50245e-07
img_03301.jpg,1.10579e-16,1.18896e-13,8.70949e-15,3.8743e-18,3.26696e-16,2.11791e-10,1.38154e-17,1.0
img_06163.jpg,1.24808e-05,1.94307e-08,2.45098e-07,3.09573e-07,1.45243e-05,1.49242e-08,0.999874,9.78819e-05
img_04028.jpg,3.03023e-16,1.0,2.58457e-12,2.37903e-17,6.35751e-15,2.99393e-16,2.75921e-14,1.50052e-16
img_01127.jpg,0.999998,4.89753e-10,1.05939e-11,8.508e-12,5.65174e-07,2.11882e-09,1.78216e-11,9.67376e-07
img_00756.jpg,0.999998,7.21938e-07,4.33594e-08,1.37723e-06,5.11972e-08,9.74249e-08,7.57641e-10,2.47175e-10
img_07473.jpg,5.08291e-12,5.39332e-06,7.08219e-11,6.53611e-12,2.06322e-07,1.10714e-11,0.999994,8.9148e-12
img_03556.jpg,1.0,4.60855e-09,1.40002e-09,6.51436e-10,4.46381e-10,8.59381e-09,5.0038e-11,6.21336e-09
img_07369.jpg,4.75264e-07,4.42162e-09,1.40287e-07,1.05734e-08,6.60936e-06,4.74498e-06,6.33618e-08,0.999988
img_01478.jpg,1.0,8.32502e-08,2.14744e-10,2.71204e-11,3.86791e-11,2.18074e-07,5.84486e-10,3.24158e-08
img_04972.jpg,6.92142e-08,0.999991,3.76568e-08,6.48543e-09,5.13483e-10,1.19257e-10,2.1625e-08,8.50512e-06
img_05821.jpg,0.999996,1.14725e-08,1.102e-09,1.48797e-08,2.77789e-06,7.3304e-07,8.0335e-10,2.44652e-08
img_07588.jpg,0.00114247,0.00042812,1.92546e-05,1.31399e-06,7.53743e-05,4.7435e-06,1.1444e-08,0.998329
img_02205.jpg,0.999997,3.03524e-07,1.39214e-09,1.51396e-08,1.84376e-06,1.02254e-11,2.96243e-10,3.43572e-07
img_01942.jpg,6.86981e-07,4.64219e-08,5.56684e-08,3.53875e-10,7.90808e-08,8.51707e-10,0.999999,1.67233e-08
img_02716.jpg,4.52126e-09,5.54778e-08,2.47483e-08,3.6688e-10,1.0,2.7707e-08,6.13424e-11,2.51307e-07
img_06871.jpg,0.000529471,0.000233948,0.00016355,0.000220501,0.998112,0.000102221,3.40372e-05,0.000604354
img_01934.jpg,0.999998,1.46845e-06,3.88838e-08,2.57939e-07,1.10363e-09,3.55543e-10,2.21697e-11,2.67983e-07
img_03908.jpg,1.54844e-09,1.12727e-06,1.1883e-10,7.83084e-16,0.999996,8.54667e-14,4.0766e-11,3.14865e-06
img_07136.jpg,0.999994,4.39262e-06,2.84254e-09,6.45344e-10,3.04981e-07,2.61313e-08,7.60434e-10,1.06543e-06
img_03076.jpg,7.4116e-05,2.05469e-07,5.01077e-09,5.84774e-07,4.77419e-06,0.999908,2.9567e-10,1.24364e-05
img_05093.jpg,0.998547,4.75146e-06,3.58426e-08,7.30513e-09,0.000942712,1.0775e-06,3.93794e-06,0.000500614
img_03021.jpg,1.0,1.45877e-09,4.59797e-11,2.01711e-09,5.95747e-11,3.16659e-12,2.15296e-12,1.13004e-09
img_06120.jpg,4.91869e-11,2.31094e-12,8.50917e-15,1.19387e-14,1.0,1.13253e-10,2.42913e-12,4.55853e-13
img_04956.jpg,1.28822e-11,7.89322e-13,5.08848e-12,1.27293e-15,1.0,3.18303e-13,6.50409e-17,6.42278e-13
img_00443.jpg,3.43435e-10,1.0,3.54551e-10,7.57611e-14,3.3711e-11,1.14429e-09,8.02377e-15,1.68906e-10
img_04513.jpg,0.999881,1.14976e-08,2.44958e-08,1.15938e-09,6.30974e-10,7.94957e-05,2.54549e-15,3.98688e-05
img_05153.jpg,0.999952,3.80882e-07,3.79231e-10,2.24542e-08,2.21599e-07,4.57608e-05,4.01885e-09,1.24775e-06
img_04965.jpg,1.0,3.78292e-08,6.75156e-10,3.75858e-09,6.22594e-10,2.24291e-07,5.41219e-10,5.54241e-08
img_06636.jpg,1.03238e-05,0.999988,1.44142e-08,7.32503e-10,1.57101e-06,1.42835e-07,7.96247e-10,2.29145e-07
img_00352.jpg,7.52094e-18,1.47868e-14,1.0,4.48432e-23,1.72619e-15,3.88834e-18,1.44834e-20,9.13795e-16
img_05787.jpg,7.98989e-14,1.50996e-16,5.13194e-09,5.42852e-19,1.79789e-16,1.84731e-13,8.24807e-19,1.0
img_06262.jpg,0.000183106,5.11409e-05,1.49571e-06,0.00108992,1.2625e-05,1.40821e-05,5.57625e-10,0.998648
img_01728.jpg,0.999997,1.13836e-10,2.21902e-10,4.88946e-10,9.6571e-08,5.10501e-07,3.65006e-10,2.16512e-06
img_06566.jpg,0.999857,1.42462e-06,7.95211e-07,0.000139409,2.37817e-08,1.85641e-07,3.58828e-07,3.20378e-07
img_04817.jpg,1.18495e-06,8.09352e-09,1.75419e-07,9.47092e-08,1.76729e-06,5.00906e-10,5.82817e-10,0.999997
img_04819.jpg,7.11454e-11,1.55513e-09,9.68621e-09,7.63032e-10,1.53894e-10,3.72725e-14,1.0,4.1862e-07
img_05048.jpg,9.85233e-07,2.56736e-08,3.79401e-08,3.67887e-09,2.3947e-09,1.5395e-07,1.03044e-09,0.999999
img_07536.jpg,3.64385e-08,4.30164e-08,5.62705e-10,1.97388e-12,8.23129e-10,1.0,1.43157e-12,1.20983e-07
img_02220.jpg,3.78546e-08,1.01934e-09,1.07914e-06,1.24937e-11,3.33534e-15,6.60193e-08,8.04149e-18,0.999999
img_02737.jpg,1.0,5.86131e-12,4.25973e-11,2.66979e-14,5.67568e-11,2.60313e-11,3.1924e-16,6.34339e-08
img_01454.jpg,0.999762,0.000162035,8.488e-07,5.4312e-07,6.38094e-08,1.19478e-06,4.39755e-07,7.30564e-05
img_02805.jpg,1.27678e-10,1.40828e-10,1.21706e-15,1.32754e-15,1.0,2.38316e-13,1.96853e-12,1.85669e-10
img_03330.jpg,1.77404e-09,1.58074e-09,4.91508e-11,4.95674e-12,1.0,2.493e-09,2.07209e-13,3.38673e-08
img_04008.jpg,1.0,2.64694e-08,2.97058e-07,5.2192e-11,2.7631e-10,4.25239e-11,1.79284e-09,2.10158e-08
img_00158.jpg,1.70592e-06,0.999998,3.95198e-09,9.36583e-12,5.11161e-12,1.65472e-08,5.00797e-12,5.7813e-10
img_01482.jpg,0.999712,7.78027e-06,1.62091e-07,2.44e-07,2.37819e-07,0.000228093,4.79885e-07,5.06987e-05
img_05164.jpg,3.71066e-05,0.99996,1.04505e-06,1.29104e-06,3.59359e-09,1.77836e-07,5.72089e-08,4.25869e-08
img_01340.jpg,8.8485e-07,2.71175e-07,4.7331e-14,1.08802e-12,7.22562e-11,5.07059e-08,3.62639e-16,0.999999
